     Depth;ArrivalTime1_Manual;ArrivalTime2_Manual;ArrivalTime3_Manual
27.1;350.353;372.235;398.824
27.12;350.353;367.765;395.765
27.14;350.353;364.941;394.353
27.16;345.647;366.353;392.941
27.18;348.471;367.294;393.412
27.2;348.471;367.765;394.824
27.22;348.941;368.706;394.824
27.24;349.412;369.882;394.824
27.26;350.353;369.882;394.353
27.28;350.824;369.882;394.353
27.3;352.471;369.882;394.824
27.32;352.941;370.353;395.294
27.34;353.882;372.235;396.471
27.36;354.353;372.235;397.412
27.38;353.412;370.824;397.882
27.4;353.412;371.294;399.294
27.42;353.882;374.588;400.706
27.44;357.176;377.412;401.647
27.46;360.706;377.882;406.118
27.48;365.882;380.471;411.294
27.5;370.824;387.059;410.824
27.52;377.412;389.176;420
27.54;376.941;392.941;425.412
27.56;377.882;398.353;427.765
27.58;383.765;398.824;427.765
27.6;388.706;402.588;430.118
27.62;392;404.941;435.059
27.64;392;414.824;437.882
27.66;392;415.765;439.765
27.68;392;415.765;442.353
27.7;391.529;415.294;441.882
27.72;391.529;415.294;441.412
27.74;392.941;415.294;441.412
27.76;394.824;414.824;442.353
27.78;394.824;414.118;441.882
27.8;395.294;414.118;440.235
27.82;395.765;414.118;440.235
27.84;395.765;414.118;438.824
27.86;398.824;415.765;438.824
27.88;398.353;414.118;438.824
27.9;396.941;414.118;438.353
27.92;395.765;414.118;438.353
27.94;394.824;414.118;437.412
27.96;396.471;413.176;436.941
27.98;396.471;413.176;436.941
28;396.471;413.176;437.882
28.02;396.471;412.706;437.882
28.04;396.471;412.706;437.882
28.06;395.765;412.706;436.941
28.08;395.294;412.235;436
28.1;394.824;411.294;434.588
28.12;393.882;410.824;432.706
28.14;391.059;408.941;426.353
28.16;387.059;404.941;424.471
28.18;383.294;400.706;424.471
28.2;382.353;402.588;429.647
28.22;378.588;399.294;430.588
28.24;377.412;396.471;431.059
28.26;377.412;395.294;431.059
28.28;378.588;395.765;430.588
28.3;378.588;395.294;428.706
28.32;376.941;392.941;426.824
28.34;373.176;391.059;423.529
28.36;368.706;389.176;419.529
28.38;364.941;386.588;415.765
28.4;362.118;385.647;412.706
28.42;362.118;384.235;408.471
28.44;359.529;384.235;407.529
28.46;355.765;379.529;403.059
28.48;350.824;380;399.765
28.5;347.059;379.529;396.941
28.52;340.294;375.059;394.824
28.54;339.265;375.059;395.765
28.56;336.618;373.176;396.471
28.58;336.618;373.176;397.412
28.6;337.5;373.647;397.412
28.62;338.971;374.118;397.412
28.64;342.941;375.059;397.882
28.66;345.588;375.529;399.765
28.68;347.794;376.471;401.647
28.7;348.382;376;403.059
28.72;348.382;375.529;402.118
28.74;348.382;376.471;402.118
28.76;348.676;377.882;404.471
28.78;351.471;380;408
28.8;353.529;381.412;409.882
28.82;357.206;383.294;410.353
28.84;362.588;383.765;409.882
28.86;363.059;385.647;414.118
28.88;366.353;388.706;414.118
28.9;366.824;389.176;417.176
28.92;368.235;390.118;420.941
28.94;368.706;390.588;422.824
28.96;369.882;396.471;424.471
28.98;369.882;400.706;425.412
29;369.882;404.941;425.882
29.02;370.353;406.588;426.353
29.04;371.765;408;426.353
29.06;373.176;408.471;425.882
29.08;374.118;408.471;425.882
29.1;374.588;400.235;425.882
29.12;373.647;398.824;425.412
29.14;370.353;395.765;425.412
29.16;372.235;395.294;424.941
29.18;372.235;395.294;424
29.2;374.588;395.294;423.529
29.22;376;396.471;423.529
29.24;376;394.353;423.529
29.26;375.059;393.412;423.529
29.28;375.059;393.412;422.824
29.3;375.529;394.353;421.882
29.32;376.471;395.294;421.882
29.34;377.882;398.353;421.882
29.36;380.471;399.765;423.529
29.38;381.882;400.235;424
29.4;382.353;401.647;426.824
29.42;383.294;403.059;429.647
29.44;384.235;405.647;433.176
29.46;385.647;406.588;436
29.48;390.588;408.941;440.706
29.5;392.941;409.882;444.235
29.52;394.824;416.706;446.118
29.54;395.294;416.706;447.059
29.56;395.765;419.529;446.588
29.58;397.882;420.471;445.647
29.6;397.882;421.882;445.176
29.62;397.412;421.882;444.235
29.64;396.471;421.412;443.765
29.66;397.412;420;442.824
29.68;398.353;419.059;440.706
29.7;403.059;418.588;439.294
29.72;402.588;418.588;438.353
29.74;400.235;418.588;437.412
29.76;399.765;418.118;436
29.78;396.941;416.235;435.059
29.8;393.088;413.176;434.118
29.82;390.588;408.941;433.647
29.84;387.647;407.529;431.529
29.86;383.971;407.529;429.176
29.88;381.324;408.471;428.235
29.9;378.824;408.471;427.765
29.92;376.176;407.529;426.824
29.94;373.676;406.588;427.765
29.96;371.029;407.529;429.176
29.98;365.294;408.941;425.882
30;365;384.265;414.118
30.02;363.529;384.265;405.647
30.04;363.529;386.471;403.529
30.06;363.824;386.471;401.176
30.08;363.824;385.294;399.765
30.1;363.235;385.294;399.765
30.12;362.941;384.559;399.765
30.14;362.5;384.559;399.765
30.16;361.618;385.294;399.294
30.18;361.029;385.882;399.765
30.2;362.206;385.882;400.235
30.22;363.529;385.882;401.647
30.24;364.118;385.882;403.059
30.26;364.412;386.176;402.794
30.28;364.706;386.765;401.471
30.3;366.176;386.471;400.588
30.32;368.676;386.765;402.794
30.34;368.382;387.059;402.794
30.36;367.059;389.412;405.441
30.38;367.941;391.324;430.118
30.4;368.971;393.676;430.118
30.42;369.853;396.029;430.118
30.44;369.853;399.118;431.529
30.46;370.735;400.294;433.647
30.48;371.912;400.882;434.118
30.5;373.382;399.706;434.118
30.52;373.676;397.941;433.176
30.54;373.676;397.059;432.706
30.56;373.088;396.029;432
30.58;370.441;392.206;432
30.6;367.941;389.412;405.735
30.62;366.765;385.882;403.088
30.64;367.353;382.5;399.118
30.66;367.941;382.794;399.412
30.68;368.676;383.971;400
30.7;366.765;389.412;427.765
30.72;369.853;390.588;427.294
30.74;370.353;390.588;426.353
30.76;367.294;389.647;410.824
30.78;365.412;383.765;407.529
30.8;364;377.412;404
30.82;362.118;376;400.706
30.84;359.059;375.059;396.471
30.86;354.824;372.235;392
30.88;352;369.882;390.588
30.9;348;365.412;389.176
30.92;344.706;361.647;388.706
30.94;339.765;361.176;387.059
30.96;336;360.706;386.118
30.98;336;361.176;384.706
31;336;357.647;383.765
31.02;336.471;355.294;384.235
31.04;333.647;354.353;383.294
31.06;334.588;354.353;383.294
31.08;335.529;353.412;382.824
31.1;336.471;353.412;380
31.12;336.941;352.941;379.059
31.14;338.353;352.471;379.529
31.16;338.353;352.471;382.824
31.18;338.353;352.941;384.706
31.2;338.824;354.824;385.647
31.22;339.294;357.647;385.647
31.24;341.647;359.059;385.647
31.26;345.647;358.118;387.059
31.28;346.588;358.118;390.118
31.3;349.412;360.706;392.941
31.32;353.412;364;394.824
31.34;355.294;367.765;394.353
31.36;356.235;372.235;394.353
31.38;357.176;376;397.882
31.4;360;380.471;402.118
31.42;366.353;383.765;402.118
31.44;369.412;386.118;404
31.46;367.765;385.647;408
31.48;367.294;383.765;408.471
31.5;359.529;383.765;411.294
31.52;359.059;383.765;411.294
31.54;358.588;383.765;409.412
31.56;358.588;382.824;405.647
31.58;358.588;382.824;403.529
31.6;358.588;381.412;403.529
31.62;355.294;379.059;403.059
31.64;354.824;377.882;401.176
31.66;353.412;376.941;400.235
31.68;351.529;374.588;398.824
31.7;349.412;371.765;397.412
31.72;349.412;370.353;394.824
31.74;350.353;370.353;392.941
31.76;352.471;371.294;392.941
31.78;352.471;372.706;393.412
31.8;350.353;374.118;393.412
31.82;352.941;375.059;396.941
31.84;352.941;371.765;398.353
31.86;352.941;371.765;402.118
31.88;353.412;371.765;405.647
31.9;353.882;373.176;407.059
31.92;355.294;377.412;408
31.94;359.059;381.412;411.765
31.96;364.471;383.294;415.765
31.98;369.412;385.647;418.118
32;373.176;390.588;424.941
32.02;373.647;395.765;426.824
32.04;376.941;396.941;426.824
32.06;380;398.353;427.765
32.08;382.353;400.706;429.647
32.1;384.235;402.588;430.588
32.12;386.118;405.647;431.059
32.14;387.765;408;430.588
32.16;390.118;408;429.647
32.18;392;410.353;430.118
32.2;392;410.353;432
32.22;392;410.824;433.176
32.24;392.941;413.647;433.647
32.26;393.882;415.294;432
32.28;395.765;415.765;432
32.3;396.941;415.765;432.706
32.32;397.882;414.118;433.647
32.34;398.353;414.118;435.059
32.36;399.294;414.118;432.706
32.38;399.294;414.118;430.588
32.4;399.294;414.824;430.588
32.42;399.294;415.294;430.588
32.44;398.824;416.235;430.118
32.46;398.353;416.706;430.118
32.48;396.941;415.765;430.588
32.5;395.294;414.118;431.529
32.52;395.294;414.824;433.647
32.54;395.765;414.824;432
32.56;396.471;415.294;432
32.58;397.412;415.294;432
32.6;398.353;415.294;432
32.62;395.294;413.647;432
32.64;392;410.824;430.588
32.66;388.235;407.059;428.706
32.68;384.706;405.647;427.765
32.7;381.882;404;425.882
32.72;380;401.176;425.412
32.74;377.412;398.824;425.412
32.76;375.529;395.294;425.412
32.78;373.647;393.412;424
32.8;373.647;393.412;422.353
32.82;373.176;393.412;422.353
32.84;370.824;393.882;422.353
32.86;370.824;393.412;422.353
32.88;372.235;393.412;422.353
32.9;373.176;394.353;423.529
32.92;373.647;394.824;425.412
32.94;374.118;394.353;425.412
32.96;371.294;391.059;427.294
32.98;370.824;387.059;424.471
33;370.353;384.706;424
33.02;370.353;384.235;424.471
33.04;370.353;383.765;427.765
33.06;370.353;384.235;430.588
33.08;371.294;386.118;430.588
33.1;374.118;390.588;431.529
33.12;376.941;396.941;433.647
33.14;377.882;402.588;435.059
33.16;379.529;404.941;435.059
33.18;381.882;407.059;435.059
33.2;385.176;408.471;435.059
33.22;389.647;408.941;433.647
33.24;389.647;409.882;432
33.26;390.588;410.824;434.118
33.28;391.059;410.824;436
33.3;392;410.824;437.882
33.32;394.353;411.765;437.882
33.34;394.353;411.765;435.059
33.36;393.882;411.294;436.471
33.38;393.412;411.294;436.471
33.4;393.412;411.294;436.471
33.42;393.412;411.294;436.471
33.44;395.294;411.765;436
33.46;395.294;410.824;435.529
33.48;393.882;410.353;434.118
33.5;393.882;409.882;434.118
33.52;393.882;409.882;434.118
33.54;393.882;409.412;434.588
33.56;394.353;409.412;434.588
33.58;392.471;409.412;434.118
33.6;389.647;409.882;433.176
33.62;387.765;406.588;432
33.64;385.176;408;432
33.66;385.176;404.941;432
33.68;385.647;404.941;429.176
33.7;383.294;404.941;429.647
33.72;382.824;404.941;429.647
33.74;382.824;405.647;428.706
33.76;382.824;405.647;427.294
33.78;383.765;405.647;426.353
33.8;384.706;404;426.824
33.82;384.706;403.529;429.176
33.84;384.706;403.529;429.176
33.86;384.235;403.529;428.706
33.88;383.294;403.059;428.235
33.9;382.353;402.588;425.412
33.92;380.471;402.588;421.882
33.94;379.059;399.765;418.588
33.96;377.882;396.941;416.235
33.98;375.529;395.765;415.294
34;373.647;393.412;413.647
34.02;371.765;391.059;414.118
34.04;368.706;388.706;415.765
34.06;366.353;387.059;415.765
34.08;368.235;387.059;414.824
34.1;369.412;387.059;417.647
34.12;369.412;387.059;412.235
34.14;370.824;389.176;411.765
34.16;371.294;389.647;411.765
34.18;371.294;389.647;411.765
34.2;371.294;389.176;411.765
34.22;371.294;389.176;413.647
34.24;372.235;389.176;416.235
34.26;372.235;389.176;410.824
34.28;372.235;388.706;408
34.3;371.765;386.588;406.588
34.32;369.882;386.588;406.588
34.34;366.824;386.588;406.588
34.36;366.353;388.235;409.412
34.38;366.824;388.235;410.824
34.4;366.824;385.176;411.765
34.42;364.941;384.706;412.235
34.44;366.353;387.059;415.294
34.46;367.765;390.588;415.294
34.48;369.412;390.588;415.294
34.5;369.412;391.059;415.294
34.52;370.353;391.059;415.765
34.54;370.353;391.529;416.706
34.56;367.765;391.529;417.647
34.58;366.353;387.765;418.118
34.6;364.941;383.294;411.294
34.62;363.529;380;408.471
34.64;361.176;380;405.647
34.66;359.529;380.941;404.941
34.68;359.059;383.294;404.941
34.7;360.706;383.765;406.588
34.72;361.647;382.353;402.588
34.74;361.176;382.353;401.176
34.76;360.706;382.824;402.118
34.78;360;382.824;403.059
34.8;359.529;382.353;402.118
34.82;356.706;380.941;402.118
34.84;354.353;379.529;401.176
34.86;353.412;375.529;396.765
34.88;350.824;372.235;394.265
34.9;345.176;371.765;389.412
34.92;345.176;369.412;386.765
34.94;346.118;369.882;383.765
34.96;346.588;369.882;381.882
34.98;346.588;363.059;380.941
35;346.588;360;380
35.02;344.235;359.529;376.941
35.04;342.353;359.059;374.588
35.06;339.294;357.647;373.647
35.08;335.059;355.765;372.706
35.1;330.588;355.294;370.353
35.12;328.706;352;368.235
35.14;328.235;348;365.412
35.16;325.412;345.176;364.941
35.18;320.941;342.824;364
35.2;318.118;340.706;362.588
35.22;316.706;340.706;363.059
35.24;316.235;340.706;362.118
35.26;316.235;341.176;365.882
35.28;318.118;342.353;367.765
35.3;322.353;344.706;370.353
35.32;324.471;347.059;372.706
35.34;324.941;349.882;376
35.36;324.471;351.529;380.471
35.38;327.765;352.471;382.824
35.4;331.059;354.353;384.235
35.42;337.412;358.118;388.706
35.44;340.706;363.059;393.412
35.46;345.176;366.824;397.412
35.48;347.059;369.412;401.176
35.5;348.941;373.647;404.941
35.52;353.882;385.176;408.471
35.54;354.118;389.647;410.824
35.56;354.118;393.412;412.706
35.58;358.382;393.882;414.118
35.6;361.912;393.882;417.647
35.62;366.471;392.471;419.529
35.64;370.441;395.765;420.941
35.66;372.5;396.471;421.882
35.68;375;401.176;423.529
35.7;376.176;402.588;424.471
35.72;378.824;405.647;426.824
35.74;385.176;408;428.706
35.76;389.176;409.412;432
35.78;392.471;410.353;434.118
35.8;394.353;409.882;434.588
35.82;395.765;409.882;435.059
35.84;396.471;409.882;435.059
35.86;394.824;410.353;435.059
35.88;394.353;411.765;435.059
35.9;394.353;411.765;435.059
35.92;394.353;411.765;432.706
35.94;392;410.824;432
35.96;394.353;411.765;432.706
35.98;395.765;412.235;433.647
36;395.294;412.235;433.647
36.02;395.294;412.235;434.118
36.04;395.294;412.235;434.118
36.06;395.765;412.235;433.647
36.08;395.765;411.294;432.706
36.1;395.765;408;432
36.12;392.941;407.529;431.529
36.14;389.647;408.941;431.059
36.16;388.706;410.353;430.588
36.18;388.706;410.824;430.118
36.2;388.235;408.941;429.176
36.22;388.235;407.529;428.235
36.24;387.765;407.059;428.235
36.26;387.059;406.588;428.235
36.28;384.706;407.529;427.765
36.3;386.588;407.529;427.294
36.32;387.059;407.529;429.176
36.34;387.059;407.529;429.176
36.36;387.059;407.529;429.176
36.38;386.588;407.529;429.176
36.4;385.647;407.059;429.176
36.42;385.176;407.059;429.176
36.44;387.765;407.059;429.176
36.46;389.176;406.588;429.176
36.48;390.588;406.118;429.176
36.5;390.588;408.471;430.118
36.52;392;408.471;432
36.54;391.529;408.471;432
36.56;390.588;409.412;432
36.58;390.118;409.412;429.647
36.6;388.706;407.529;429.176
36.62;388.235;407.059;431.059
36.64;386.588;406.118;430.118
36.66;386.588;406.118;430.118
36.68;386.588;405.647;430.118
36.7;386.588;405.647;430.118
36.72;390.588;406.118;430.118
36.74;390.588;408.941;430.118
36.76;390.588;408.941;431.059
36.78;391.529;409.412;431.529
36.8;391.529;409.882;431.529
36.82;392;410.824;430.588
36.84;392;411.294;430.588
36.86;391.529;411.294;430.588
36.88;390.588;410.824;433.647
36.9;390.118;410.353;433.647
36.92;388.706;410.824;433.647
36.94;391.059;411.294;433.647
36.96;388.235;412.706;436
36.98;391.529;410.824;437.882
37;391.529;410.353;438.353
37.02;391.529;410.353;438.353
37.04;389.176;411.294;438.824
37.06;388.706;411.765;436.941
37.08;389.647;413.176;437.412
37.1;389.647;411.765;439.294
37.12;390.588;411.294;435.059
37.14;389.176;413.176;433.647
37.16;390.588;412.706;436.471
37.18;393.882;410.353;436
37.2;394.353;410.353;437.882
37.22;392.471;410.824;435.059
37.24;392.941;411.294;435.529
37.26;394.824;411.765;435.529
37.28;395.294;412.235;435.529
37.3;394.353;413.647;435.529
37.32;392.941;411.765;436.941
37.34;392.471;412.235;439.294
37.36;394.824;413.176;439.294
37.38;394.353;415.765;438.824
37.4;392.941;414.824;438.353
37.42;394.353;414.118;437.412
37.44;392.471;415.765;436
37.46;396.471;415.765;436
37.48;397.412;412.706;435.529
37.5;394.824;414.824;434.588
37.52;393.882;412.706;432
37.54;392.941;413.176;431.529
37.56;392;413.176;430.588
37.58;388.235;411.294;427.294
37.6;387.765;406.588;426.824
37.62;384.235;405.647;418.588
37.64;377.882;398.353;413.176
37.66;374.118;391.059;407.529
37.68;364.941;383.294;397.412
37.7;359.529;375.529;390.588
37.72;348.471;370.353;383.765
37.74;339.765;364;376.941
37.76;335.059;354.353;365.882
37.78;329.647;350.353;361.176
37.8;321.412;339.294;356.235
37.82;314.118;334.118;348.941
37.84;308;326.824;344.706
37.86;304;320.471;336
37.88;298.353;319.059;332.471
37.9;292.941;311.294;328.235
37.92;288;311.765;323.294
37.94;286.588;304.471;320
37.96;282.353;299.765;317.647
37.98;277.412;298.824;317.647
38;278.824;296.235;316.235
38.02;277.882;298.353;313.176
38.04;275.059;296.706;309.882
38.06;266.824;290.588;309.882
38.08;262.588;287.059;308.941
38.1;260.471;284.706;304.941
38.12;260;280.471;302.118
38.14;258.588;278.824;297.882
38.16;257.176;277.882;297.882
38.18;257.176;275.059;299.765
38.2;258.588;274.118;303.529
38.22;258.588;275.059;304
38.24;259.059;276;304.941
38.26;263.059;280;304.941
38.28;268.235;285.176;305.412
38.3;272.235;291.529;310.824
38.32;276.941;296.235;315.765
38.34;278.824;298.824;329.647
38.36;286.118;304.941;330.588
38.38;286.118;308.941;334.118
38.4;288;311.765;336.471
38.42;289.176;314.588;337.882
38.44;290.588;316.235;337.882
38.46;290.118;317.176;337.412
38.48;289.647;312.706;335.059
38.5;287.529;309.882;332
38.52;287.529;310.353;333.647
38.54;285.647;310.353;333.647
38.56;290.118;308.941;332.941
38.58;290.118;307.059;330.588
38.6;288.706;308;324.941
38.62;287.529;304.941;324.941
38.64;288;301.647;324.941
38.66;286.588;298.824;324.941
38.68;285.176;297.412;323.765
